model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter,20676315,718795225,fasttrim,16,756.833000,3513597,-1,3513597,1256131,0,0,0,0,0,4096,266,50,100,2021-06-13.14:13:02
twitter,41354195,720003501,fasttrim,16,1252.512000,7100312,-1,7100312,2594331,0,0,0,0,0,4096,272,100,50,2021-06-13.14:15:47
twitter,24812294,864896505,fasttrim,16,894.376000,3640783,-1,3640783,1558315,0,0,0,0,0,4096,288,60,100,2021-06-13.14:17:40
twitter,41354195,864033434,fasttrim,16,1199.455000,6062309,-1,6062309,2594355,0,0,0,0,0,4096,273,100,60,2021-06-13.14:20:27
twitter,28947496,1007157640,fasttrim,16,1017.798000,3773688,-1,3773688,1828203,0,0,0,0,0,4096,299,70,100,2021-06-13.14:22:25
twitter,41354195,1008030326,fasttrim,16,1204.211000,5343207,-1,5343207,2569883,0,0,0,0,0,4096,287,100,70,2021-06-13.14:25:34
twitter,33084059,1152745185,fasttrim,16,1125.855000,3843300,-1,3843300,2076851,0,0,0,0,0,4096,280,80,100,2021-06-13.14:27:14
twitter,41354195,1151999046,fasttrim,16,1318.689000,4827955,-1,4827955,2627010,0,0,0,0,0,4096,275,100,80,2021-06-13.14:30:22
twitter,37222041,1297355666,fasttrim,16,1243.903000,3990526,-1,3990526,2376506,0,0,0,0,0,4096,326,90,100,2021-06-13.14:32:27
twitter,41354195,1296029451,fasttrim,16,1290.032000,4447270,-1,4447270,2628027,0,0,0,0,0,4096,284,100,90,2021-06-13.14:35:53
twitter_mpi,5256937,188448286,fasttrim,16,171.794000,3047099,-1,3047099,166531,0,0,0,0,0,4096,65,10,100,2021-06-13.14:37:44
twitter_mpi,52579683,196319385,fasttrim,16,709.756000,30038641,-1,30038641,1800698,0,0,0,0,0,4096,334,100,10,2021-06-13.14:40:05
twitter_mpi,10513426,388697824,fasttrim,16,417.037000,4575766,-1,4575766,424065,0,0,0,0,0,4096,19,20,100,2021-06-13.14:42:00
twitter_mpi,52579683,392663399,fasttrim,16,831.708000,23498710,-1,23498710,2191554,0,0,0,0,0,4096,413,100,20,2021-06-13.14:44:38
twitter_mpi,15773999,602943950,fasttrim,16,655.087000,5608802,-1,5608802,716827,0,0,0,0,0,4096,76,30,100,2021-06-13.14:46:46
twitter_mpi,52579683,589002991,fasttrim,16,998.883000,19893376,-1,19893376,2407956,0,0,0,0,0,4096,526,100,30,2021-06-13.14:49:46
twitter_mpi,21026410,792922421,fasttrim,16,810.462000,6639199,-1,6639199,1114530,0,0,0,0,0,4096,771,40,100,2021-06-13.14:52:03
twitter_mpi,52579683,785313566,fasttrim,16,1122.850000,17351736,-1,17351736,2491020,0,0,0,0,0,4096,155,100,40,2021-06-13.14:55:04
twitter_mpi,26286543,986302458,fasttrim,16,1053.352000,7526402,-1,7526402,1286301,0,0,0,0,0,4096,926,50,100,2021-06-13.14:57:30
twitter_mpi,52579683,981630191,fasttrim,16,1312.370000,15376132,-1,15376132,2558808,0,0,0,0,0,4096,948,100,50,2021-06-13.15:00:46
twitter_mpi,31550114,1187317379,fasttrim,16,1200.879000,8110001,-1,8110001,1653525,0,0,0,0,0,4096,37,60,100,2021-06-13.15:03:02
twitter_mpi,52579683,1177958215,fasttrim,16,1402.284000,13772763,-1,13772763,2642328,0,0,0,0,0,4096,489,100,60,2021-06-13.15:06:42
