model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter_mpi,52579683,1570586789,trim,1,9544.054000,11209847,13,11209847,539555522,0,0,0,0,0,4096,-1,100,80,2021-06-24.15:38:18
twitter_mpi,47323990,1762645904,trim,1,9637.159000,9123665,15,9123665,574506564,0,0,0,0,0,4096,-1,90,100,2021-06-24.15:44:20
twitter_mpi,52579683,1766925391,trim,1,14212.660000,10156538,20,10156538,850123201,0,0,0,0,0,4096,-1,100,90,2021-06-24.15:52:29
com-friendster,12484990,180643146,ac4trim,1,4920.833000,12484990,-1,12484990,18098215,0,0,0,0,0,4096,260,10,100,2021-06-24.16:04:16
com-friendster,124836180,180619003,ac4trim,1,18825.388000,124836180,-1,124836180,180619003,0,0,0,0,0,4096,510,100,10,2021-06-24.16:15:21
com-friendster,24966256,361489487,ac4trim,1,587168.538000,24966256,-1,24966256,72233062,0,0,0,0,0,4096,414,20,100,2021-06-24.16:35:30
com-friendster,124836180,361186622,ac4trim,1,576824.580000,124836180,-1,124836180,361186622,0,0,0,0,0,4096,478,100,20,2021-06-24.16:55:27
com-friendster,37456712,541845577,ac4trim,1,467752.104000,37456712,-1,37456712,162456215,0,0,0,0,0,4096,444,30,100,2021-06-24.17:12:43
com-friendster,124836180,541840766,ac4trim,1,487532.663000,124836180,-1,124836180,541840766,0,0,0,0,0,4096,501,100,30,2021-06-24.17:31:38
com-friendster,49935775,722372583,ac4trim,1,425430.520000,49935775,-1,49935775,288871433,0,0,0,0,0,4096,435,40,100,2021-06-24.17:49:26
com-friendster,124836180,722427498,ac4trim,1,35264.660000,124836180,-1,124836180,722427498,0,0,0,0,0,4096,569,100,40,2021-06-24.18:01:42
com-friendster,62414929,902824289,ac4trim,1,394524.319000,62414929,-1,62414929,451042824,0,0,0,0,0,4096,502,50,100,2021-06-24.18:18:53
com-friendster,124836180,903069142,ac4trim,1,422437.584000,124836180,-1,124836180,903069142,0,0,0,0,0,4096,595,100,50,2021-06-24.18:39:38
com-friendster,74908058,1083339912,ac4trim,1,407508.754000,74908058,-1,74908058,650314571,0,0,0,0,0,4096,703,60,100,2021-06-24.18:56:39
com-friendster,124836180,1083631646,ac4trim,1,45065.779000,124836180,-1,124836180,1083631646,0,0,0,0,0,4096,571,100,60,2021-06-24.19:08:47
com-friendster,87388593,1264455096,ac4trim,1,35079.799000,87388593,-1,87388593,885278082,0,0,0,0,0,4096,517,70,100,2021-06-24.19:19:36
com-friendster,124836180,1264266495,ac4trim,1,441544.976000,124836180,-1,124836180,1264266495,0,0,0,0,0,4096,583,100,70,2021-06-24.19:38:28
com-friendster,99868906,1444945169,ac4trim,1,359966.324000,99868906,-1,99868906,1155978306,0,0,0,0,0,4096,638,80,100,2021-06-24.19:56:36
com-friendster,124836180,1444836312,ac4trim,1,409910.328000,124836180,-1,124836180,1444836312,0,0,0,0,0,4096,633,100,80,2021-06-24.20:15:52
com-friendster,112355392,1625606103,ac4trim,1,52727.592000,112355392,-1,112355392,1463038709,0,0,0,0,0,4096,507,90,100,2021-06-24.20:25:38
com-friendster,124836180,1625449251,ac4trim,1,407769.851000,124836180,-1,124836180,1625449251,0,0,0,0,0,4096,754,100,90,2021-06-24.20:46:51
