model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,date
wiki_talk_en,2987536,24981163,fasttrim,-1,375.485000,2293679,-1,2293679,195819,0,0,0,0,0,2,2021-06-04.05:36:08
livej,4847571,68993773,trim,-1,982.582000,592952,9,592952,2665793,592952,1,592952,0,0,2,2021-06-04.05:36:12
wiki_talk_en,2987536,24981163,trim,-1,400.808000,2611598,7,2611598,250629,2611598,1,2611598,0,0,2,2021-06-04.05:36:15
livej,4847571,68993773,ac4trim,-1,88.100000,576074,-1,576074,171836,0,0,0,0,0,2,2021-06-04.05:36:17
wiki_talk_en,2987536,24981163,ac4trim,-1,178.950000,2293679,-1,2293679,390465,0,0,0,0,0,2,2021-06-04.05:36:19
livej,4847571,68993773,fasttrim,-1,274.484000,576074,-1,576074,323304,0,0,0,0,0,4,2021-06-04.05:36:22
wiki_talk_en,2987536,24981163,fasttrim,-1,230.943000,2293679,-1,2293679,201482,0,0,0,0,0,4,2021-06-04.05:36:25
livej,4847571,68993773,trim,-1,692.308000,592952,9,592952,2524775,592952,1,592952,0,0,4,2021-06-04.05:36:28
wiki_talk_en,2987536,24981163,trim,-1,240.577000,2611598,7,2611598,244284,2611598,1,2611598,0,0,4,2021-06-04.05:36:30
livej,4847571,68993773,ac4trim,-1,52.877000,576074,-1,576074,176854,0,0,0,0,0,4,2021-06-04.05:36:33
wiki_talk_en,2987536,24981163,ac4trim,-1,114.047000,2293679,-1,2293679,403162,0,0,0,0,0,4,2021-06-04.05:36:35
livej,4847571,68993773,fasttrim,-1,288.672000,576074,-1,576074,322700,0,0,0,0,0,8,2021-06-04.05:36:39
wiki_talk_en,2987536,24981163,fasttrim,-1,175.855000,2293679,-1,2293679,197615,0,0,0,0,0,8,2021-06-04.05:36:41
livej,4847571,68993773,trim,-1,310.536000,592952,8,592952,2267764,592952,1,592952,0,0,8,2021-06-04.05:36:44
wiki_talk_en,2987536,24981163,trim,-1,156.983000,2611598,7,2611598,238208,2611598,1,2611598,0,0,8,2021-06-04.05:36:46
livej,4847571,68993773,ac4trim,-1,37.469000,576074,-1,576074,154180,0,0,0,0,0,8,2021-06-04.05:36:49
wiki_talk_en,2987536,24981163,ac4trim,-1,111.209000,2293679,-1,2293679,388634,0,0,0,0,0,8,2021-06-04.05:36:51
livej,4847571,68993773,fasttrim,-1,395.886000,576074,-1,576074,318157,0,0,0,0,0,16,2021-06-04.05:36:54
wiki_talk_en,2987536,24981163,fasttrim,-1,83.777000,2293679,-1,2293679,202209,0,0,0,0,0,16,2021-06-04.05:36:56
livej,4847571,68993773,trim,-1,253.906000,592952,8,592952,2320544,592952,1,592952,0,0,16,2021-06-04.05:36:59
wiki_talk_en,2987536,24981163,trim,-1,105.906000,2611598,7,2611598,233684,2611598,1,2611598,0,0,16,2021-06-04.05:37:01
livej,4847571,68993773,ac4trim,-1,28.951000,576074,-1,576074,147764,0,0,0,0,0,16,2021-06-04.05:37:04
wiki_talk_en,2987536,24981163,ac4trim,-1,99.647000,2293679,-1,2293679,334902,0,0,0,0,0,16,2021-06-04.05:37:06
livej,4847571,68993773,fasttrim,-1,162.072000,576074,-1,576074,362293,0,0,0,0,0,32,2021-06-04.05:37:09
wiki_talk_en,2987536,24981163,fasttrim,-1,46.786000,2293679,-1,2293679,198421,0,0,0,0,0,32,2021-06-04.05:37:12
livej,4847571,68993773,trim,-1,344.777000,592952,8,592952,2344237,592952,1,592952,0,0,32,2021-06-04.05:37:15
wiki_talk_en,2987536,24981163,trim,-1,70.140000,2611598,7,2611598,238978,2611598,1,2611598,0,0,32,2021-06-04.05:37:17
livej,4847571,68993773,ac4trim,-1,25.194000,576074,-1,576074,150186,0,0,0,0,0,32,2021-06-04.05:37:19
wiki_talk_en,2987536,24981163,ac4trim,-1,88.247000,2293679,-1,2293679,332049,0,0,0,0,0,32,2021-06-04.05:37:22
livej,4847571,68993773,fasttrim,-1,291.132000,576074,-1,576074,328940,0,0,0,0,0,64,2021-06-04.05:37:25
wiki_talk_en,2987536,24981163,fasttrim,-1,34.426000,2293679,-1,2293679,200896,0,0,0,0,0,64,2021-06-04.05:37:27
livej,4847571,68993773,trim,-1,144.927000,592952,8,592952,2529979,592952,1,592952,0,0,64,2021-06-04.05:37:30
wiki_talk_en,2987536,24981163,trim,-1,51.489000,2611598,7,2611598,243903,2611598,1,2611598,0,0,64,2021-06-04.05:37:32
livej,4847571,68993773,ac4trim,-1,27.257000,576074,-1,576074,171501,0,0,0,0,0,64,2021-06-04.05:37:35
wiki_talk_en,2987536,24981163,ac4trim,-1,76.149000,2293679,-1,2293679,343093,0,0,0,0,0,64,2021-06-04.05:37:37
livej,4847571,68993773,fasttrim,-1,163.554000,576074,-1,576074,368661,0,0,0,0,0,128,2021-06-04.05:37:40
wiki_talk_en,2987536,24981163,fasttrim,-1,25.059000,2293679,-1,2293679,205270,0,0,0,0,0,128,2021-06-04.05:37:42
livej,4847571,68993773,trim,-1,276.646000,592952,8,592952,2448410,592952,1,592952,0,0,128,2021-06-04.05:37:45
wiki_talk_en,2987536,24981163,trim,-1,40.315000,2611598,7,2611598,236679,2611598,1,2611598,0,0,128,2021-06-04.05:37:47
livej,4847571,68993773,ac4trim,-1,23.352000,576074,-1,576074,165878,0,0,0,0,0,128,2021-06-04.05:37:49
wiki_talk_en,2987536,24981163,ac4trim,-1,66.123000,2293679,-1,2293679,333544,0,0,0,0,0,128,2021-06-04.05:37:52
livej,4847571,68993773,fasttrim,-1,160.777000,576074,-1,576074,395930,0,0,0,0,0,256,2021-06-04.05:37:55
wiki_talk_en,2987536,24981163,fasttrim,-1,32.218000,2293679,-1,2293679,196151,0,0,0,0,0,256,2021-06-04.05:37:57
livej,4847571,68993773,trim,-1,239.997000,592952,8,592952,2487887,592952,1,592952,0,0,256,2021-06-04.05:38:00
wiki_talk_en,2987536,24981163,trim,-1,37.235000,2611598,7,2611598,255041,2611598,1,2611598,0,0,256,2021-06-04.05:38:02
livej,4847571,68993773,ac4trim,-1,22.091000,576074,-1,576074,163215,0,0,0,0,0,256,2021-06-04.05:38:04
wiki_talk_en,2987536,24981163,ac4trim,-1,26.872000,2293679,-1,2293679,335588,0,0,0,0,0,256,2021-06-04.05:38:07
livej,4847571,68993773,fasttrim,-1,204.648000,576074,-1,576074,355117,0,0,0,0,0,512,2021-06-04.05:38:10
wiki_talk_en,2987536,24981163,fasttrim,-1,26.752000,2293679,-1,2293679,201043,0,0,0,0,0,512,2021-06-04.05:38:12
livej,4847571,68993773,trim,-1,139.623000,592952,8,592952,2651092,592952,1,592952,0,0,512,2021-06-04.05:38:15
wiki_talk_en,2987536,24981163,trim,-1,26.715000,2611598,7,2611598,249739,2611598,1,2611598,0,0,512,2021-06-04.05:38:17
livej,4847571,68993773,ac4trim,-1,21.496000,576074,-1,576074,156158,0,0,0,0,0,512,2021-06-04.05:38:19
wiki_talk_en,2987536,24981163,ac4trim,-1,54.987000,2293679,-1,2293679,328422,0,0,0,0,0,512,2021-06-04.05:38:22
livej,4847571,68993773,fasttrim,-1,166.567000,576074,-1,576074,379132,0,0,0,0,0,1024,2021-06-04.05:38:25
wiki_talk_en,2987536,24981163,fasttrim,-1,17.221000,2293679,-1,2293679,228394,0,0,0,0,0,1024,2021-06-04.05:38:27
livej,4847571,68993773,trim,-1,180.996000,592952,8,592952,2480800,592952,1,592952,0,0,1024,2021-06-04.05:38:30
wiki_talk_en,2987536,24981163,trim,-1,23.580000,2611598,7,2611598,256662,2611598,1,2611598,0,0,1024,2021-06-04.05:38:32
livej,4847571,68993773,ac4trim,-1,20.399000,576074,-1,576074,177451,0,0,0,0,0,1024,2021-06-04.05:38:34
wiki_talk_en,2987536,24981163,ac4trim,-1,52.157000,2293679,-1,2293679,319221,0,0,0,0,0,1024,2021-06-04.05:38:37
livej,4847571,68993773,fasttrim,-1,177.360000,576074,-1,576074,363205,0,0,0,0,0,2048,2021-06-04.05:38:40
wiki_talk_en,2987536,24981163,fasttrim,-1,17.533000,2293679,-1,2293679,259097,0,0,0,0,0,2048,2021-06-04.05:38:42
livej,4847571,68993773,trim,-1,252.986000,592952,8,592952,2647394,592952,1,592952,0,0,2048,2021-06-04.05:38:45
wiki_talk_en,2987536,24981163,trim,-1,13.008000,2611598,7,2611598,248932,2611598,1,2611598,0,0,2048,2021-06-04.05:38:47
livej,4847571,68993773,ac4trim,-1,20.145000,576074,-1,576074,154852,0,0,0,0,0,2048,2021-06-04.05:38:49
wiki_talk_en,2987536,24981163,ac4trim,-1,48.210000,2293679,-1,2293679,322805,0,0,0,0,0,2048,2021-06-04.05:38:52
livej,4847571,68993773,fasttrim,-1,153.588000,576074,-1,576074,380990,0,0,0,0,0,4096,2021-06-04.05:38:54
wiki_talk_en,2987536,24981163,fasttrim,-1,25.806000,2293679,-1,2293679,271568,0,0,0,0,0,4096,2021-06-04.05:38:57
livej,4847571,68993773,trim,-1,112.888000,592952,8,592952,2589238,592952,1,592952,0,0,4096,2021-06-04.05:38:59
wiki_talk_en,2987536,24981163,trim,-1,25.772000,2611598,7,2611598,287648,2611598,1,2611598,0,0,4096,2021-06-04.05:39:02
livej,4847571,68993773,ac4trim,-1,20.344000,576074,-1,576074,163412,0,0,0,0,0,4096,2021-06-04.05:39:04
wiki_talk_en,2987536,24981163,ac4trim,-1,45.325000,2293679,-1,2293679,324831,0,0,0,0,0,4096,2021-06-04.05:39:06
livej,4847571,68993773,fasttrim,-1,167.623000,576074,-1,576074,396566,0,0,0,0,0,8192,2021-06-04.05:39:09
wiki_talk_en,2987536,24981163,fasttrim,-1,15.403000,2293679,-1,2293679,238926,0,0,0,0,0,8192,2021-06-04.05:39:11
livej,4847571,68993773,trim,-1,165.484000,592952,8,592952,2606216,592952,1,592952,0,0,8192,2021-06-04.05:39:14
wiki_talk_en,2987536,24981163,trim,-1,10.333000,2611598,6,2611598,240284,2611598,1,2611598,0,0,8192,2021-06-04.05:39:16
livej,4847571,68993773,ac4trim,-1,19.841000,576074,-1,576074,173098,0,0,0,0,0,8192,2021-06-04.05:39:19
wiki_talk_en,2987536,24981163,ac4trim,-1,41.378000,2293679,-1,2293679,322067,0,0,0,0,0,8192,2021-06-04.05:39:21
livej,4847571,68993773,fasttrim,-1,141.028000,576074,-1,576074,388915,0,0,0,0,0,16384,2021-06-04.05:39:24
wiki_talk_en,2987536,24981163,fasttrim,-1,27.331000,2293679,-1,2293679,246920,0,0,0,0,0,16384,2021-06-04.05:39:26
livej,4847571,68993773,trim,-1,159.037000,592952,8,592952,2719707,592952,1,592952,0,0,16384,2021-06-04.05:39:29
wiki_talk_en,2987536,24981163,trim,-1,36.647000,2611598,7,2611598,300324,2611598,1,2611598,0,0,16384,2021-06-04.05:39:31
livej,4847571,68993773,ac4trim,-1,19.810000,576074,-1,576074,167255,0,0,0,0,0,16384,2021-06-04.05:39:34
wiki_talk_en,2987536,24981163,ac4trim,-1,34.136000,2293679,-1,2293679,336398,0,0,0,0,0,16384,2021-06-04.05:39:36
livej,4847571,68993773,fasttrim,-1,142.493000,576074,-1,576074,404551,0,0,0,0,0,32768,2021-06-04.05:39:39
wiki_talk_en,2987536,24981163,fasttrim,-1,21.816000,2293679,-1,2293679,296401,0,0,0,0,0,32768,2021-06-04.05:39:41
livej,4847571,68993773,trim,-1,141.771000,592952,8,592952,2918831,592952,1,592952,0,0,32768,2021-06-04.05:39:44
wiki_talk_en,2987536,24981163,trim,-1,39.824000,2611598,7,2611598,297450,2611598,1,2611598,0,0,32768,2021-06-04.05:39:46
livej,4847571,68993773,ac4trim,-1,21.275000,576074,-1,576074,179245,0,0,0,0,0,32768,2021-06-04.05:39:49
wiki_talk_en,2987536,24981163,ac4trim,-1,30.455000,2293679,-1,2293679,341629,0,0,0,0,0,32768,2021-06-04.05:39:51
livej,4847571,68993773,fasttrim,-1,179.102000,576074,-1,576074,472614,0,0,0,0,0,65536,2021-06-04.05:39:54
wiki_talk_en,2987536,24981163,fasttrim,-1,37.609000,2293679,-1,2293679,328785,0,0,0,0,0,65536,2021-06-04.05:39:56
livej,4847571,68993773,trim,-1,168.789000,592952,8,592952,3028576,592952,1,592952,0,0,65536,2021-06-04.05:39:59
wiki_talk_en,2987536,24981163,trim,-1,13.737000,2611598,7,2611598,458949,2611598,1,2611598,0,0,65536,2021-06-04.05:40:01
livej,4847571,68993773,ac4trim,-1,20.171000,576074,-1,576074,214315,0,0,0,0,0,65536,2021-06-04.05:40:03
wiki_talk_en,2987536,24981163,ac4trim,-1,28.559000,2293679,-1,2293679,344351,0,0,0,0,0,65536,2021-06-04.05:40:05
livej,4847571,68993773,fasttrim,-1,180.821000,576074,-1,576074,410122,0,0,0,0,0,131072,2021-06-04.05:40:08
wiki_talk_en,2987536,24981163,fasttrim,-1,40.398000,2293679,-1,2293679,263109,0,0,0,0,0,131072,2021-06-04.05:40:10
livej,4847571,68993773,trim,-1,140.421000,592952,8,592952,2854989,592952,1,592952,0,0,131072,2021-06-04.05:40:13
wiki_talk_en,2987536,24981163,trim,-1,20.792000,2611598,6,2611598,654483,2611598,1,2611598,0,0,131072,2021-06-04.05:40:15
livej,4847571,68993773,ac4trim,-1,20.592000,576074,-1,576074,267602,0,0,0,0,0,131072,2021-06-04.05:40:18
wiki_talk_en,2987536,24981163,ac4trim,-1,29.288000,2293679,-1,2293679,457998,0,0,0,0,0,131072,2021-06-04.05:40:20
livej,4847571,68993773,fasttrim,-1,158.848000,576074,-1,576074,543659,0,0,0,0,0,262144,2021-06-04.05:40:23
wiki_talk_en,2987536,24981163,fasttrim,-1,15.539000,2293679,-1,2293679,264058,0,0,0,0,0,262144,2021-06-04.05:40:25
livej,4847571,68993773,trim,-1,213.564000,592952,9,592952,4111849,592952,1,592952,0,0,262144,2021-06-04.05:40:28
wiki_talk_en,2987536,24981163,trim,-1,43.720000,2611598,6,2611598,1017912,2611598,1,2611598,0,0,262144,2021-06-04.05:40:30
livej,4847571,68993773,ac4trim,-1,21.672000,576074,-1,576074,395754,0,0,0,0,0,262144,2021-06-04.05:40:33
wiki_talk_en,2987536,24981163,ac4trim,-1,29.097000,2293679,-1,2293679,475213,0,0,0,0,0,262144,2021-06-04.05:40:35
livej,4847571,68993773,fasttrim,-1,219.238000,576074,-1,576074,562252,0,0,0,0,0,524288,2021-06-04.05:40:38
wiki_talk_en,2987536,24981163,fasttrim,-1,18.466000,2293679,-1,2293679,527989,0,0,0,0,0,524288,2021-06-04.05:40:40
livej,4847571,68993773,trim,-1,650.428000,592952,10,592952,5203175,592952,1,592952,0,0,524288,2021-06-04.05:40:43
wiki_talk_en,2987536,24981163,trim,-1,52.337000,2611598,6,2611598,1433484,2611598,1,2611598,0,0,524288,2021-06-04.05:40:46
livej,4847571,68993773,ac4trim,-1,24.876000,576074,-1,576074,581025,0,0,0,0,0,524288,2021-06-04.05:40:48
wiki_talk_en,2987536,24981163,ac4trim,-1,33.506000,2293679,-1,2293679,936078,0,0,0,0,0,524288,2021-06-04.05:40:51
livej,4847571,68993773,fasttrim,-1,233.989000,576074,-1,576074,1104750,0,0,0,0,0,1048576,2021-06-04.05:40:54
wiki_talk_en,2987536,24981163,fasttrim,-1,22.999000,2293679,-1,2293679,1055304,0,0,0,0,0,1048576,2021-06-04.05:40:56
livej,4847571,68993773,trim,-1,177.526000,592952,8,592952,8257789,592952,1,592952,0,0,1048576,2021-06-04.05:40:59
wiki_talk_en,2987536,24981163,trim,-1,34.056000,2611598,7,2611598,2177890,2611598,1,2611598,0,0,1048576,2021-06-04.05:41:01
livej,4847571,68993773,ac4trim,-1,30.318000,576074,-1,576074,873410,0,0,0,0,0,1048576,2021-06-04.05:41:03
wiki_talk_en,2987536,24981163,ac4trim,-1,41.637000,2293679,-1,2293679,1736661,0,0,0,0,0,1048576,2021-06-04.05:41:06
livej,4847571,68993773,fasttrim,-1,949.124000,576074,-1,576074,339341,0,0,0,0,0,1,2021-06-04.05:41:09
wiki_talk_en,2987536,24981163,fasttrim,-1,511.467000,2293679,-1,2293679,198593,0,0,0,0,0,1,2021-06-04.05:41:12
livej,4847571,68993773,trim,-1,2279.833000,592952,9,592952,2919574,592952,1,592952,0,0,1,2021-06-04.05:41:17
wiki_talk_en,2987536,24981163,trim,-1,663.504000,2611598,7,2611598,258771,2611598,1,2611598,0,0,1,2021-06-04.05:41:20
livej,4847571,68993773,ac4trim,-1,156.179000,576074,-1,576074,163596,0,0,0,0,0,1,2021-06-04.05:41:23
wiki_talk_en,2987536,24981163,ac4trim,-1,242.613000,2293679,-1,2293679,369813,0,0,0,0,0,1,2021-06-04.05:41:25
livej,4847571,68993773,fasttrim,-1,778.543000,576074,-1,576074,337909,0,0,0,0,0,2,2021-06-04.05:41:29
wiki_talk_en,2987536,24981163,fasttrim,-1,373.460000,2293679,-1,2293679,194031,0,0,0,0,0,2,2021-06-04.05:41:31
livej,4847571,68993773,trim,-1,1584.560000,592952,9,592952,2675364,592952,1,592952,0,0,2,2021-06-04.05:41:35
wiki_talk_en,2987536,24981163,trim,-1,419.627000,2611598,7,2611598,250492,2611598,1,2611598,0,0,2,2021-06-04.05:41:38
livej,4847571,68993773,ac4trim,-1,87.864000,576074,-1,576074,174799,0,0,0,0,0,2,2021-06-04.05:41:41
wiki_talk_en,2987536,24981163,ac4trim,-1,173.670000,2293679,-1,2293679,391997,0,0,0,0,0,2,2021-06-04.05:41:43
livej,4847571,68993773,fasttrim,-1,599.730000,576074,-1,576074,323046,0,0,0,0,0,4,2021-06-04.05:41:46
wiki_talk_en,2987536,24981163,fasttrim,-1,252.164000,2293679,-1,2293679,190892,0,0,0,0,0,4,2021-06-04.05:41:49
livej,4847571,68993773,trim,-1,1112.693000,592952,9,592952,2548281,592952,1,592952,0,0,4,2021-06-04.05:41:52
wiki_talk_en,2987536,24981163,trim,-1,177.600000,2611598,7,2611598,245603,2611598,1,2611598,0,0,4,2021-06-04.05:41:55
livej,4847571,68993773,ac4trim,-1,53.456000,576074,-1,576074,172432,0,0,0,0,0,4,2021-06-04.05:41:57
wiki_talk_en,2987536,24981163,ac4trim,-1,139.167000,2293679,-1,2293679,425916,0,0,0,0,0,4,2021-06-04.05:42:00
livej,4847571,68993773,fasttrim,-1,194.027000,576074,-1,576074,321725,0,0,0,0,0,8,2021-06-04.05:42:02
wiki_talk_en,2987536,24981163,fasttrim,-1,140.129000,2293679,-1,2293679,192328,0,0,0,0,0,8,2021-06-04.05:42:05
livej,4847571,68993773,trim,-1,735.995000,592952,8,592952,2279259,592952,1,592952,0,0,8,2021-06-04.05:42:08
wiki_talk_en,2987536,24981163,trim,-1,156.696000,2611598,7,2611598,240471,2611598,1,2611598,0,0,8,2021-06-04.05:42:10
livej,4847571,68993773,ac4trim,-1,38.999000,576074,-1,576074,146561,0,0,0,0,0,8,2021-06-04.05:42:13
wiki_talk_en,2987536,24981163,ac4trim,-1,110.771000,2293679,-1,2293679,383925,0,0,0,0,0,8,2021-06-04.05:42:15
livej,4847571,68993773,fasttrim,-1,172.746000,576074,-1,576074,339286,0,0,0,0,0,16,2021-06-04.05:42:18
wiki_talk_en,2987536,24981163,fasttrim,-1,103.769000,2293679,-1,2293679,200972,0,0,0,0,0,16,2021-06-04.05:42:21
livej,4847571,68993773,trim,-1,178.445000,592952,8,592952,2257078,592952,1,592952,0,0,16,2021-06-04.05:42:23
wiki_talk_en,2987536,24981163,trim,-1,66.663000,2611598,7,2611598,225225,2611598,1,2611598,0,0,16,2021-06-04.05:42:26
livej,4847571,68993773,ac4trim,-1,29.443000,576074,-1,576074,150464,0,0,0,0,0,16,2021-06-04.05:42:28
wiki_talk_en,2987536,24981163,ac4trim,-1,40.003000,2293679,-1,2293679,336183,0,0,0,0,0,16,2021-06-04.05:42:31
livej,4847571,68993773,fasttrim,-1,335.520000,576074,-1,576074,317591,0,0,0,0,0,32,2021-06-04.05:42:33
wiki_talk_en,2987536,24981163,fasttrim,-1,51.202000,2293679,-1,2293679,197467,0,0,0,0,0,32,2021-06-04.05:42:36
livej,4847571,68993773,trim,-1,381.802000,592952,8,592952,2396952,592952,1,592952,0,0,32,2021-06-04.05:42:39
wiki_talk_en,2987536,24981163,trim,-1,69.462000,2611598,7,2611598,236684,2611598,1,2611598,0,0,32,2021-06-04.05:42:41
livej,4847571,68993773,ac4trim,-1,25.261000,576074,-1,576074,153870,0,0,0,0,0,32,2021-06-04.05:42:43
wiki_talk_en,2987536,24981163,ac4trim,-1,89.236000,2293679,-1,2293679,331572,0,0,0,0,0,32,2021-06-04.05:42:46
livej,4847571,68993773,fasttrim,-1,162.288000,576074,-1,576074,390329,0,0,0,0,0,64,2021-06-04.05:42:49
wiki_talk_en,2987536,24981163,fasttrim,-1,54.520000,2293679,-1,2293679,219331,0,0,0,0,0,64,2021-06-04.05:42:51
livej,4847571,68993773,trim,-1,308.868000,592952,8,592952,2454701,592952,1,592952,0,0,64,2021-06-04.05:42:54
wiki_talk_en,2987536,24981163,trim,-1,24.659000,2611598,7,2611598,229490,2611598,1,2611598,0,0,64,2021-06-04.05:42:56
livej,4847571,68993773,ac4trim,-1,23.727000,576074,-1,576074,163013,0,0,0,0,0,64,2021-06-04.05:42:59
wiki_talk_en,2987536,24981163,ac4trim,-1,77.947000,2293679,-1,2293679,338077,0,0,0,0,0,64,2021-06-04.05:43:01
livej,4847571,68993773,fasttrim,-1,256.096000,576074,-1,576074,348089,0,0,0,0,0,128,2021-06-04.05:43:04
wiki_talk_en,2987536,24981163,fasttrim,-1,24.587000,2293679,-1,2293679,216304,0,0,0,0,0,128,2021-06-04.05:43:06
livej,4847571,68993773,trim,-1,271.287000,592952,8,592952,2501678,592952,1,592952,0,0,128,2021-06-04.05:43:09
wiki_talk_en,2987536,24981163,trim,-1,49.718000,2611598,7,2611598,232169,2611598,1,2611598,0,0,128,2021-06-04.05:43:11
livej,4847571,68993773,ac4trim,-1,23.106000,576074,-1,576074,163082,0,0,0,0,0,128,2021-06-04.05:43:14
wiki_talk_en,2987536,24981163,ac4trim,-1,30.101000,2293679,-1,2293679,336352,0,0,0,0,0,128,2021-06-04.05:43:16
livej,4847571,68993773,fasttrim,-1,242.517000,576074,-1,576074,344491,0,0,0,0,0,256,2021-06-04.05:43:19
wiki_talk_en,2987536,24981163,fasttrim,-1,19.638000,2293679,-1,2293679,223210,0,0,0,0,0,256,2021-06-04.05:43:21
livej,4847571,68993773,trim,-1,182.171000,592952,8,592952,2430407,592952,1,592952,0,0,256,2021-06-04.05:43:24
wiki_talk_en,2987536,24981163,trim,-1,17.036000,2611598,7,2611598,244566,2611598,1,2611598,0,0,256,2021-06-04.05:43:26
livej,4847571,68993773,ac4trim,-1,22.557000,576074,-1,576074,168598,0,0,0,0,0,256,2021-06-04.05:43:29
wiki_talk_en,2987536,24981163,ac4trim,-1,59.531000,2293679,-1,2293679,324495,0,0,0,0,0,256,2021-06-04.05:43:31
livej,4847571,68993773,fasttrim,-1,209.988000,576074,-1,576074,334023,0,0,0,0,0,512,2021-06-04.05:43:34
wiki_talk_en,2987536,24981163,fasttrim,-1,26.499000,2293679,-1,2293679,201611,0,0,0,0,0,512,2021-06-04.05:43:36
livej,4847571,68993773,trim,-1,130.978000,592952,8,592952,2704854,592952,1,592952,0,0,512,2021-06-04.05:43:39
wiki_talk_en,2987536,24981163,trim,-1,29.234000,2611598,7,2611598,261996,2611598,1,2611598,0,0,512,2021-06-04.05:43:41
livej,4847571,68993773,ac4trim,-1,20.963000,576074,-1,576074,162996,0,0,0,0,0,512,2021-06-04.05:43:44
wiki_talk_en,2987536,24981163,ac4trim,-1,55.469000,2293679,-1,2293679,318421,0,0,0,0,0,512,2021-06-04.05:43:46
livej,4847571,68993773,fasttrim,-1,148.248000,576074,-1,576074,399972,0,0,0,0,0,1024,2021-06-04.05:43:49
wiki_talk_en,2987536,24981163,fasttrim,-1,17.355000,2293679,-1,2293679,229384,0,0,0,0,0,1024,2021-06-04.05:43:51
livej,4847571,68993773,trim,-1,176.358000,592952,8,592952,2465120,592952,1,592952,0,0,1024,2021-06-04.05:43:54
wiki_talk_en,2987536,24981163,trim,-1,26.606000,2611598,7,2611598,273918,2611598,1,2611598,0,0,1024,2021-06-04.05:43:56
livej,4847571,68993773,ac4trim,-1,20.271000,576074,-1,576074,164369,0,0,0,0,0,1024,2021-06-04.05:43:58
wiki_talk_en,2987536,24981163,ac4trim,-1,51.180000,2293679,-1,2293679,323362,0,0,0,0,0,1024,2021-06-04.05:44:01
livej,4847571,68993773,fasttrim,-1,173.141000,576074,-1,576074,348553,0,0,0,0,0,2048,2021-06-04.05:44:03
wiki_talk_en,2987536,24981163,fasttrim,-1,17.154000,2293679,-1,2293679,238549,0,0,0,0,0,2048,2021-06-04.05:44:06
livej,4847571,68993773,trim,-1,115.269000,592952,8,592952,2623168,592952,1,592952,0,0,2048,2021-06-04.05:44:08
wiki_talk_en,2987536,24981163,trim,-1,12.967000,2611598,7,2611598,241639,2611598,1,2611598,0,0,2048,2021-06-04.05:44:11
livej,4847571,68993773,ac4trim,-1,19.831000,576074,-1,576074,173901,0,0,0,0,0,2048,2021-06-04.05:44:13
wiki_talk_en,2987536,24981163,ac4trim,-1,25.001000,2293679,-1,2293679,336246,0,0,0,0,0,2048,2021-06-04.05:44:15
livej,4847571,68993773,fasttrim,-1,169.963000,576074,-1,576074,337957,0,0,0,0,0,4096,2021-06-04.05:44:18
wiki_talk_en,2987536,24981163,fasttrim,-1,16.227000,2293679,-1,2293679,226313,0,0,0,0,0,4096,2021-06-04.05:44:20
livej,4847571,68993773,trim,-1,229.673000,592952,8,592952,2588543,592952,1,592952,0,0,4096,2021-06-04.05:44:23
wiki_talk_en,2987536,24981163,trim,-1,13.860000,2611598,6,2611598,252522,2611598,1,2611598,0,0,4096,2021-06-04.05:44:25
livej,4847571,68993773,ac4trim,-1,20.841000,576074,-1,576074,183637,0,0,0,0,0,4096,2021-06-04.05:44:28
wiki_talk_en,2987536,24981163,ac4trim,-1,44.352000,2293679,-1,2293679,322341,0,0,0,0,0,4096,2021-06-04.05:44:30
livej,4847571,68993773,fasttrim,-1,171.539000,576074,-1,576074,346628,0,0,0,0,0,8192,2021-06-04.05:44:33
wiki_talk_en,2987536,24981163,fasttrim,-1,21.822000,2293679,-1,2293679,238765,0,0,0,0,0,8192,2021-06-04.05:44:35
