model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,date
wiki_talk_en,2987536,24981163,trim,-1,411.651000,2611598,7,2611598,250672,2611598,1,2611598,0,0,2,2021-06-04.08:06:52
livej,4847571,68993773,ac4trim,-1,91.491000,576074,-1,576074,172868,0,0,0,0,0,2,2021-06-04.08:06:54
wiki_talk_en,2987536,24981163,ac4trim,-1,175.712000,2293679,-1,2293679,385911,0,0,0,0,0,2,2021-06-04.08:06:57
livej,4847571,68993773,fasttrim,-1,601.856000,576074,-1,576074,325825,0,0,0,0,0,4,2021-06-04.08:07:00
wiki_talk_en,2987536,24981163,fasttrim,-1,250.258000,2293679,-1,2293679,194477,0,0,0,0,0,4,2021-06-04.08:07:03
livej,4847571,68993773,trim,-1,1351.075000,592952,9,592952,2585342,592952,1,592952,0,0,4,2021-06-04.08:07:06
wiki_talk_en,2987536,24981163,trim,-1,238.763000,2611598,7,2611598,244466,2611598,1,2611598,0,0,4,2021-06-04.08:07:09
livej,4847571,68993773,ac4trim,-1,53.097000,576074,-1,576074,163272,0,0,0,0,0,4,2021-06-04.08:07:12
wiki_talk_en,2987536,24981163,ac4trim,-1,137.364000,2293679,-1,2293679,402597,0,0,0,0,0,4,2021-06-04.08:07:14
livej,4847571,68993773,fasttrim,-1,453.241000,576074,-1,576074,328174,0,0,0,0,0,8,2021-06-04.08:07:17
wiki_talk_en,2987536,24981163,fasttrim,-1,140.997000,2293679,-1,2293679,192176,0,0,0,0,0,8,2021-06-04.08:07:20
livej,4847571,68993773,trim,-1,703.487000,592952,8,592952,2293805,592952,1,592952,0,0,8,2021-06-04.08:07:23
wiki_talk_en,2987536,24981163,trim,-1,151.199000,2611598,7,2611598,238528,2611598,1,2611598,0,0,8,2021-06-04.08:07:25
livej,4847571,68993773,ac4trim,-1,38.708000,576074,-1,576074,145055,0,0,0,0,0,8,2021-06-04.08:07:28
wiki_talk_en,2987536,24981163,ac4trim,-1,109.963000,2293679,-1,2293679,390582,0,0,0,0,0,8,2021-06-04.08:07:30
livej,4847571,68993773,fasttrim,-1,373.212000,576074,-1,576074,323372,0,0,0,0,0,16,2021-06-04.08:07:33
wiki_talk_en,2987536,24981163,fasttrim,-1,85.385000,2293679,-1,2293679,202428,0,0,0,0,0,16,2021-06-04.08:07:35
livej,4847571,68993773,trim,-1,498.918000,592952,8,592952,2223330,592952,1,592952,0,0,16,2021-06-04.08:07:39
wiki_talk_en,2987536,24981163,trim,-1,104.718000,2611598,7,2611598,236088,2611598,1,2611598,0,0,16,2021-06-04.08:07:41
livej,4847571,68993773,ac4trim,-1,28.608000,576074,-1,576074,146388,0,0,0,0,0,16,2021-06-04.08:07:43
wiki_talk_en,2987536,24981163,ac4trim,-1,98.207000,2293679,-1,2293679,346388,0,0,0,0,0,16,2021-06-04.08:07:46
livej,4847571,68993773,fasttrim,-1,333.790000,576074,-1,576074,318341,0,0,0,0,0,32,2021-06-04.08:07:49
wiki_talk_en,2987536,24981163,fasttrim,-1,44.931000,2293679,-1,2293679,202842,0,0,0,0,0,32,2021-06-04.08:07:51
livej,4847571,68993773,trim,-1,358.167000,592952,8,592952,2419997,592952,1,592952,0,0,32,2021-06-04.08:07:54
wiki_talk_en,2987536,24981163,trim,-1,71.520000,2611598,7,2611598,237434,2611598,1,2611598,0,0,32,2021-06-04.08:07:56
livej,4847571,68993773,ac4trim,-1,25.129000,576074,-1,576074,154203,0,0,0,0,0,32,2021-06-04.08:07:59
wiki_talk_en,2987536,24981163,ac4trim,-1,34.561000,2293679,-1,2293679,337419,0,0,0,0,0,32,2021-06-04.08:08:01
livej,4847571,68993773,fasttrim,-1,292.085000,576074,-1,576074,319747,0,0,0,0,0,64,2021-06-04.08:08:04
wiki_talk_en,2987536,24981163,fasttrim,-1,55.243000,2293679,-1,2293679,201060,0,0,0,0,0,64,2021-06-04.08:08:06
livej,4847571,68993773,trim,-1,328.523000,592952,8,592952,2417909,592952,1,592952,0,0,64,2021-06-04.08:08:09
wiki_talk_en,2987536,24981163,trim,-1,68.105000,2611598,7,2611598,236608,2611598,1,2611598,0,0,64,2021-06-04.08:08:11
livej,4847571,68993773,ac4trim,-1,23.924000,576074,-1,576074,156977,0,0,0,0,0,64,2021-06-04.08:08:14
wiki_talk_en,2987536,24981163,ac4trim,-1,76.769000,2293679,-1,2293679,340112,0,0,0,0,0,64,2021-06-04.08:08:16
livej,4847571,68993773,fasttrim,-1,257.909000,576074,-1,576074,336125,0,0,0,0,0,128,2021-06-04.08:08:19
wiki_talk_en,2987536,24981163,fasttrim,-1,43.371000,2293679,-1,2293679,197585,0,0,0,0,0,128,2021-06-04.08:08:21
livej,4847571,68993773,trim,-1,280.676000,592952,8,592952,2461514,592952,1,592952,0,0,128,2021-06-04.08:08:24
wiki_talk_en,2987536,24981163,trim,-1,20.713000,2611598,7,2611598,244687,2611598,1,2611598,0,0,128,2021-06-04.08:08:26
livej,4847571,68993773,ac4trim,-1,23.269000,576074,-1,576074,161935,0,0,0,0,0,128,2021-06-04.08:08:29
wiki_talk_en,2987536,24981163,ac4trim,-1,66.844000,2293679,-1,2293679,329992,0,0,0,0,0,128,2021-06-04.08:08:31
livej,4847571,68993773,fasttrim,-1,147.934000,576074,-1,576074,379550,0,0,0,0,0,256,2021-06-04.08:08:34
wiki_talk_en,2987536,24981163,fasttrim,-1,33.407000,2293679,-1,2293679,199113,0,0,0,0,0,256,2021-06-04.08:08:36
livej,4847571,68993773,trim,-1,228.098000,592952,8,592952,2508399,592952,1,592952,0,0,256,2021-06-04.08:08:39
wiki_talk_en,2987536,24981163,trim,-1,20.177000,2611598,7,2611598,263997,2611598,1,2611598,0,0,256,2021-06-04.08:08:41
livej,4847571,68993773,ac4trim,-1,21.834000,576074,-1,576074,170564,0,0,0,0,0,256,2021-06-04.08:08:44
wiki_talk_en,2987536,24981163,ac4trim,-1,59.126000,2293679,-1,2293679,324935,0,0,0,0,0,256,2021-06-04.08:08:46
livej,4847571,68993773,fasttrim,-1,208.726000,576074,-1,576074,346114,0,0,0,0,0,512,2021-06-04.08:08:49
wiki_talk_en,2987536,24981163,fasttrim,-1,17.831000,2293679,-1,2293679,241146,0,0,0,0,0,512,2021-06-04.08:08:51
livej,4847571,68993773,trim,-1,220.232000,592952,8,592952,2571547,592952,1,592952,0,0,512,2021-06-04.08:08:54
wiki_talk_en,2987536,24981163,trim,-1,28.711000,2611598,7,2611598,261051,2611598,1,2611598,0,0,512,2021-06-04.08:08:56
livej,4847571,68993773,ac4trim,-1,21.419000,576074,-1,576074,169075,0,0,0,0,0,512,2021-06-04.08:08:59
wiki_talk_en,2987536,24981163,ac4trim,-1,54.649000,2293679,-1,2293679,324467,0,0,0,0,0,512,2021-06-04.08:09:01
livej,4847571,68993773,fasttrim,-1,181.033000,576074,-1,576074,370997,0,0,0,0,0,1024,2021-06-04.08:09:04
wiki_talk_en,2987536,24981163,fasttrim,-1,22.790000,2293679,-1,2293679,201544,0,0,0,0,0,1024,2021-06-04.08:09:06
livej,4847571,68993773,trim,-1,116.034000,592952,8,592952,2610144,592952,1,592952,0,0,1024,2021-06-04.08:09:09
wiki_talk_en,2987536,24981163,trim,-1,15.167000,2611598,7,2611598,255740,2611598,1,2611598,0,0,1024,2021-06-04.08:09:11
livej,4847571,68993773,ac4trim,-1,20.245000,576074,-1,576074,164369,0,0,0,0,0,1024,2021-06-04.08:09:14
wiki_talk_en,2987536,24981163,ac4trim,-1,26.010000,2293679,-1,2293679,345853,0,0,0,0,0,1024,2021-06-04.08:09:16
livej,4847571,68993773,fasttrim,-1,175.126000,576074,-1,576074,363190,0,0,0,0,0,2048,2021-06-04.08:09:19
wiki_talk_en,2987536,24981163,fasttrim,-1,16.505000,2293679,-1,2293679,232491,0,0,0,0,0,2048,2021-06-04.08:09:21
livej,4847571,68993773,trim,-1,158.104000,592952,8,592952,2455011,592952,1,592952,0,0,2048,2021-06-04.08:09:24
wiki_talk_en,2987536,24981163,trim,-1,24.060000,2611598,7,2611598,258619,2611598,1,2611598,0,0,2048,2021-06-04.08:09:26
livej,4847571,68993773,ac4trim,-1,24.722000,576074,-1,576074,185695,0,0,0,0,0,2048,2021-06-04.08:09:29
wiki_talk_en,2987536,24981163,ac4trim,-1,49.062000,2293679,-1,2293679,321148,0,0,0,0,0,2048,2021-06-04.08:09:31
livej,4847571,68993773,fasttrim,-1,161.826000,576074,-1,576074,365292,0,0,0,0,0,4096,2021-06-04.08:09:34
wiki_talk_en,2987536,24981163,fasttrim,-1,21.759000,2293679,-1,2293679,226272,0,0,0,0,0,4096,2021-06-04.08:09:36
livej,4847571,68993773,trim,-1,154.024000,592952,8,592952,2510508,592952,1,592952,0,0,4096,2021-06-04.08:09:39
wiki_talk_en,2987536,24981163,trim,-1,23.368000,2611598,6,2611598,272475,2611598,1,2611598,0,0,4096,2021-06-04.08:09:41
livej,4847571,68993773,ac4trim,-1,19.834000,576074,-1,576074,163884,0,0,0,0,0,4096,2021-06-04.08:09:43
wiki_talk_en,2987536,24981163,ac4trim,-1,24.930000,2293679,-1,2293679,343508,0,0,0,0,0,4096,2021-06-04.08:09:46
livej,4847571,68993773,fasttrim,-1,173.287000,576074,-1,576074,371821,0,0,0,0,0,8192,2021-06-04.08:09:48
wiki_talk_en,2987536,24981163,fasttrim,-1,23.764000,2293679,-1,2293679,255003,0,0,0,0,0,8192,2021-06-04.08:09:51
livej,4847571,68993773,trim,-1,133.126000,592952,8,592952,2644506,592952,1,592952,0,0,8192,2021-06-04.08:09:53
wiki_talk_en,2987536,24981163,trim,-1,11.194000,2611598,7,2611598,265024,2611598,1,2611598,0,0,8192,2021-06-04.08:09:56
livej,4847571,68993773,ac4trim,-1,20.094000,576074,-1,576074,158188,0,0,0,0,0,8192,2021-06-04.08:09:58
wiki_talk_en,2987536,24981163,ac4trim,-1,39.337000,2293679,-1,2293679,324197,0,0,0,0,0,8192,2021-06-04.08:10:00
livej,4847571,68993773,fasttrim,-1,179.036000,576074,-1,576074,371969,0,0,0,0,0,16384,2021-06-04.08:10:03
wiki_talk_en,2987536,24981163,fasttrim,-1,21.683000,2293679,-1,2293679,252302,0,0,0,0,0,16384,2021-06-04.08:10:05
livej,4847571,68993773,trim,-1,149.227000,592952,8,592952,2756184,592952,1,592952,0,0,16384,2021-06-04.08:10:08
wiki_talk_en,2987536,24981163,trim,-1,12.976000,2611598,7,2611598,278227,2611598,1,2611598,0,0,16384,2021-06-04.08:10:10
livej,4847571,68993773,ac4trim,-1,19.873000,576074,-1,576074,164162,0,0,0,0,0,16384,2021-06-04.08:10:13
wiki_talk_en,2987536,24981163,ac4trim,-1,24.416000,2293679,-1,2293679,358042,0,0,0,0,0,16384,2021-06-04.08:10:15
livej,4847571,68993773,fasttrim,-1,167.022000,576074,-1,576074,405372,0,0,0,0,0,32768,2021-06-04.08:10:18
wiki_talk_en,2987536,24981163,fasttrim,-1,21.660000,2293679,-1,2293679,263368,0,0,0,0,0,32768,2021-06-04.08:10:20
livej,4847571,68993773,trim,-1,119.801000,592952,8,592952,2656400,592952,1,592952,0,0,32768,2021-06-04.08:10:23
wiki_talk_en,2987536,24981163,trim,-1,35.314000,2611598,7,2611598,325338,2611598,1,2611598,0,0,32768,2021-06-04.08:10:25
livej,4847571,68993773,ac4trim,-1,20.082000,576074,-1,576074,180201,0,0,0,0,0,32768,2021-06-04.08:10:28
wiki_talk_en,2987536,24981163,ac4trim,-1,27.656000,2293679,-1,2293679,343966,0,0,0,0,0,32768,2021-06-04.08:10:30
livej,4847571,68993773,fasttrim,-1,168.850000,576074,-1,576074,342037,0,0,0,0,0,65536,2021-06-04.08:10:33
wiki_talk_en,2987536,24981163,fasttrim,-1,14.320000,2293679,-1,2293679,328962,0,0,0,0,0,65536,2021-06-04.08:10:35
livej,4847571,68993773,trim,-1,152.450000,592952,8,592952,3032646,592952,1,592952,0,0,65536,2021-06-04.08:10:38
wiki_talk_en,2987536,24981163,trim,-1,19.837000,2611598,7,2611598,468567,2611598,1,2611598,0,0,65536,2021-06-04.08:10:40
livej,4847571,68993773,ac4trim,-1,20.379000,576074,-1,576074,208393,0,0,0,0,0,65536,2021-06-04.08:10:43
wiki_talk_en,2987536,24981163,ac4trim,-1,22.533000,2293679,-1,2293679,340536,0,0,0,0,0,65536,2021-06-04.08:10:45
livej,4847571,68993773,fasttrim,-1,142.172000,576074,-1,576074,410845,0,0,0,0,0,131072,2021-06-04.08:10:48
wiki_talk_en,2987536,24981163,fasttrim,-1,16.866000,2293679,-1,2293679,263098,0,0,0,0,0,131072,2021-06-04.08:10:50
livej,4847571,68993773,trim,-1,175.874000,592952,8,592952,3188886,592952,1,592952,0,0,131072,2021-06-04.08:10:53
wiki_talk_en,2987536,24981163,trim,-1,16.970000,2611598,7,2611598,760455,2611598,1,2611598,0,0,131072,2021-06-04.08:10:55
livej,4847571,68993773,ac4trim,-1,20.789000,576074,-1,576074,267608,0,0,0,0,0,131072,2021-06-04.08:10:57
wiki_talk_en,2987536,24981163,ac4trim,-1,23.300000,2293679,-1,2293679,456218,0,0,0,0,0,131072,2021-06-04.08:11:00
livej,4847571,68993773,fasttrim,-1,198.990000,576074,-1,576074,540347,0,0,0,0,0,262144,2021-06-04.08:11:02
wiki_talk_en,2987536,24981163,fasttrim,-1,16.513000,2293679,-1,2293679,264047,0,0,0,0,0,262144,2021-06-04.08:11:05
livej,4847571,68993773,trim,-1,194.495000,592952,8,592952,3668211,592952,1,592952,0,0,262144,2021-06-04.08:11:07
wiki_talk_en,2987536,24981163,trim,-1,18.002000,2611598,7,2611598,1179690,2611598,1,2611598,0,0,262144,2021-06-04.08:11:10
livej,4847571,68993773,ac4trim,-1,21.795000,576074,-1,576074,395748,0,0,0,0,0,262144,2021-06-04.08:11:12
wiki_talk_en,2987536,24981163,ac4trim,-1,22.023000,2293679,-1,2293679,475228,0,0,0,0,0,262144,2021-06-04.08:11:15
livej,4847571,68993773,fasttrim,-1,172.216000,576074,-1,576074,559301,0,0,0,0,0,524288,2021-06-04.08:11:17
wiki_talk_en,2987536,24981163,fasttrim,-1,23.891000,2293679,-1,2293679,528011,0,0,0,0,0,524288,2021-06-04.08:11:20
livej,4847571,68993773,trim,-1,225.415000,592952,10,592952,5203191,592952,1,592952,0,0,524288,2021-06-04.08:11:23
wiki_talk_en,2987536,24981163,trim,-1,25.864000,2611598,7,2611598,1653232,2611598,1,2611598,0,0,524288,2021-06-04.08:11:25
livej,4847571,68993773,ac4trim,-1,23.248000,576074,-1,576074,581024,0,0,0,0,0,524288,2021-06-04.08:11:27
wiki_talk_en,2987536,24981163,ac4trim,-1,21.186000,2293679,-1,2293679,936170,0,0,0,0,0,524288,2021-06-04.08:11:30
livej,4847571,68993773,fasttrim,-1,263.966000,576074,-1,576074,1106048,0,0,0,0,0,1048576,2021-06-04.08:11:33
wiki_talk_en,2987536,24981163,fasttrim,-1,52.097000,2293679,-1,2293679,1055365,0,0,0,0,0,1048576,2021-06-04.08:11:35
livej,4847571,68993773,trim,-1,301.703000,592952,9,592952,9289944,592952,1,592952,0,0,1048576,2021-06-04.08:11:38
wiki_talk_en,2987536,24981163,trim,-1,42.218000,2611598,6,2611598,1900188,2611598,1,2611598,0,0,1048576,2021-06-04.08:11:40
livej,4847571,68993773,ac4trim,-1,29.132000,576074,-1,576074,873379,0,0,0,0,0,1048576,2021-06-04.08:11:43
wiki_talk_en,2987536,24981163,ac4trim,-1,33.603000,2293679,-1,2293679,1736663,0,0,0,0,0,1048576,2021-06-04.08:11:45
livej,4847571,68993773,fasttrim,-1,960.587000,576074,-1,576074,338448,0,0,0,0,0,1,2021-06-04.08:11:48
wiki_talk_en,2987536,24981163,fasttrim,-1,512.416000,2293679,-1,2293679,193911,0,0,0,0,0,1,2021-06-04.08:11:51
livej,4847571,68993773,trim,-1,2245.072000,592952,9,592952,2929985,592952,1,592952,0,0,1,2021-06-04.08:11:56
wiki_talk_en,2987536,24981163,trim,-1,676.127000,2611598,7,2611598,254738,2611598,1,2611598,0,0,1,2021-06-04.08:11:59
livej,4847571,68993773,ac4trim,-1,158.355000,576074,-1,576074,172181,0,0,0,0,0,1,2021-06-04.08:12:02
wiki_talk_en,2987536,24981163,ac4trim,-1,172.209000,2293679,-1,2293679,318438,0,0,0,0,0,1,2021-06-04.08:12:04
livej,4847571,68993773,fasttrim,-1,753.625000,576074,-1,576074,326111,0,0,0,0,0,2,2021-06-04.08:12:07
wiki_talk_en,2987536,24981163,fasttrim,-1,375.643000,2293679,-1,2293679,191372,0,0,0,0,0,2,2021-06-04.08:12:10
livej,4847571,68993773,trim,-1,1587.254000,592952,9,592952,2677465,592952,1,592952,0,0,2,2021-06-04.08:12:14
wiki_talk_en,2987536,24981163,trim,-1,401.693000,2611598,7,2611598,251570,2611598,1,2611598,0,0,2,2021-06-04.08:12:17
livej,4847571,68993773,ac4trim,-1,88.523000,576074,-1,576074,171947,0,0,0,0,0,2,2021-06-04.08:12:19
wiki_talk_en,2987536,24981163,ac4trim,-1,139.415000,2293679,-1,2293679,357164,0,0,0,0,0,2,2021-06-04.08:12:22
livej,4847571,68993773,fasttrim,-1,620.319000,576074,-1,576074,326124,0,0,0,0,0,4,2021-06-04.08:12:25
wiki_talk_en,2987536,24981163,fasttrim,-1,234.587000,2293679,-1,2293679,199136,0,0,0,0,0,4,2021-06-04.08:12:28
livej,4847571,68993773,trim,-1,1354.486000,592952,9,592952,2600568,592952,1,592952,0,0,4,2021-06-04.08:12:32
wiki_talk_en,2987536,24981163,trim,-1,177.957000,2611598,7,2611598,246172,2611598,1,2611598,0,0,4,2021-06-04.08:12:34
livej,4847571,68993773,ac4trim,-1,53.095000,576074,-1,576074,164524,0,0,0,0,0,4,2021-06-04.08:12:37
wiki_talk_en,2987536,24981163,ac4trim,-1,137.186000,2293679,-1,2293679,412618,0,0,0,0,0,4,2021-06-04.08:12:39
livej,4847571,68993773,fasttrim,-1,491.497000,576074,-1,576074,325483,0,0,0,0,0,8,2021-06-04.08:12:42
wiki_talk_en,2987536,24981163,fasttrim,-1,139.963000,2293679,-1,2293679,193611,0,0,0,0,0,8,2021-06-04.08:12:44
livej,4847571,68993773,trim,-1,693.743000,592952,8,592952,2280211,592952,1,592952,0,0,8,2021-06-04.08:12:48
wiki_talk_en,2987536,24981163,trim,-1,150.912000,2611598,7,2611598,239352,2611598,1,2611598,0,0,8,2021-06-04.08:12:50
livej,4847571,68993773,ac4trim,-1,37.856000,576074,-1,576074,153244,0,0,0,0,0,8,2021-06-04.08:12:53
wiki_talk_en,2987536,24981163,ac4trim,-1,111.697000,2293679,-1,2293679,380864,0,0,0,0,0,8,2021-06-04.08:12:55
livej,4847571,68993773,fasttrim,-1,395.051000,576074,-1,576074,322911,0,0,0,0,0,16,2021-06-04.08:12:58
wiki_talk_en,2987536,24981163,fasttrim,-1,104.191000,2293679,-1,2293679,195471,0,0,0,0,0,16,2021-06-04.08:13:00
livej,4847571,68993773,trim,-1,437.919000,592952,8,592952,2270502,592952,1,592952,0,0,16,2021-06-04.08:13:03
wiki_talk_en,2987536,24981163,trim,-1,66.799000,2611598,7,2611598,226519,2611598,1,2611598,0,0,16,2021-06-04.08:13:05
livej,4847571,68993773,ac4trim,-1,28.841000,576074,-1,576074,146276,0,0,0,0,0,16,2021-06-04.08:13:08
wiki_talk_en,2987536,24981163,ac4trim,-1,40.377000,2293679,-1,2293679,336268,0,0,0,0,0,16,2021-06-04.08:13:10
livej,4847571,68993773,fasttrim,-1,312.295000,576074,-1,576074,329333,0,0,0,0,0,32,2021-06-04.08:13:13
wiki_talk_en,2987536,24981163,fasttrim,-1,69.897000,2293679,-1,2293679,227196,0,0,0,0,0,32,2021-06-04.08:13:15
livej,4847571,68993773,trim,-1,187.523000,592952,8,592952,2413314,592952,1,592952,0,0,32,2021-06-04.08:13:18
wiki_talk_en,2987536,24981163,trim,-1,68.925000,2611598,7,2611598,234862,2611598,1,2611598,0,0,32,2021-06-04.08:13:20
livej,4847571,68993773,ac4trim,-1,25.054000,576074,-1,576074,146594,0,0,0,0,0,32,2021-06-04.08:13:23
wiki_talk_en,2987536,24981163,ac4trim,-1,89.775000,2293679,-1,2293679,329614,0,0,0,0,0,32,2021-06-04.08:13:25
livej,4847571,68993773,fasttrim,-1,247.186000,576074,-1,576074,361952,0,0,0,0,0,64,2021-06-04.08:13:28
wiki_talk_en,2987536,24981163,fasttrim,-1,53.889000,2293679,-1,2293679,197626,0,0,0,0,0,64,2021-06-04.08:13:31
livej,4847571,68993773,trim,-1,232.438000,592952,8,592952,2468467,592952,1,592952,0,0,64,2021-06-04.08:13:33
wiki_talk_en,2987536,24981163,trim,-1,50.960000,2611598,7,2611598,243058,2611598,1,2611598,0,0,64,2021-06-04.08:13:36
livej,4847571,68993773,ac4trim,-1,23.655000,576074,-1,576074,163226,0,0,0,0,0,64,2021-06-04.08:13:38
wiki_talk_en,2987536,24981163,ac4trim,-1,32.884000,2293679,-1,2293679,336036,0,0,0,0,0,64,2021-06-04.08:13:40
livej,4847571,68993773,fasttrim,-1,260.865000,576074,-1,576074,331867,0,0,0,0,0,128,2021-06-04.08:13:43
wiki_talk_en,2987536,24981163,fasttrim,-1,41.763000,2293679,-1,2293679,205227,0,0,0,0,0,128,2021-06-04.08:13:45
livej,4847571,68993773,trim,-1,275.601000,592952,8,592952,2450937,592952,1,592952,0,0,128,2021-06-04.08:13:48
wiki_talk_en,2987536,24981163,trim,-1,19.421000,2611598,7,2611598,245245,2611598,1,2611598,0,0,128,2021-06-04.08:13:50
livej,4847571,68993773,ac4trim,-1,23.314000,576074,-1,576074,169885,0,0,0,0,0,128,2021-06-04.08:13:53
wiki_talk_en,2987536,24981163,ac4trim,-1,30.550000,2293679,-1,2293679,338310,0,0,0,0,0,128,2021-06-04.08:13:55
livej,4847571,68993773,fasttrim,-1,159.284000,576074,-1,576074,386194,0,0,0,0,0,256,2021-06-04.08:13:58
wiki_talk_en,2987536,24981163,fasttrim,-1,20.067000,2293679,-1,2293679,226089,0,0,0,0,0,256,2021-06-04.08:14:00
livej,4847571,68993773,trim,-1,144.940000,592952,8,592952,2588376,592952,1,592952,0,0,256,2021-06-04.08:14:03
wiki_talk_en,2987536,24981163,trim,-1,36.757000,2611598,7,2611598,264307,2611598,1,2611598,0,0,256,2021-06-04.08:14:05
livej,4847571,68993773,ac4trim,-1,22.059000,576074,-1,576074,169017,0,0,0,0,0,256,2021-06-04.08:14:08
wiki_talk_en,2987536,24981163,ac4trim,-1,30.412000,2293679,-1,2293679,351203,0,0,0,0,0,256,2021-06-04.08:14:10
livej,4847571,68993773,fasttrim,-1,151.595000,576074,-1,576074,377609,0,0,0,0,0,512,2021-06-04.08:14:13
wiki_talk_en,2987536,24981163,fasttrim,-1,26.011000,2293679,-1,2293679,204276,0,0,0,0,0,512,2021-06-04.08:14:15
livej,4847571,68993773,trim,-1,192.341000,592952,8,592952,2550349,592952,1,592952,0,0,512,2021-06-04.08:14:18
wiki_talk_en,2987536,24981163,trim,-1,26.670000,2611598,6,2611598,218038,2611598,1,2611598,0,0,512,2021-06-04.08:14:20
livej,4847571,68993773,ac4trim,-1,21.313000,576074,-1,576074,168426,0,0,0,0,0,512,2021-06-04.08:14:23
wiki_talk_en,2987536,24981163,ac4trim,-1,27.827000,2293679,-1,2293679,337046,0,0,0,0,0,512,2021-06-04.08:14:25
livej,4847571,68993773,fasttrim,-1,185.677000,576074,-1,576074,349551,0,0,0,0,0,1024,2021-06-04.08:14:28
wiki_talk_en,2987536,24981163,fasttrim,-1,17.000000,2293679,-1,2293679,227275,0,0,0,0,0,1024,2021-06-04.08:14:30
livej,4847571,68993773,trim,-1,178.787000,592952,8,592952,2523246,592952,1,592952,0,0,1024,2021-06-04.08:14:32
wiki_talk_en,2987536,24981163,trim,-1,14.906000,2611598,7,2611598,250947,2611598,1,2611598,0,0,1024,2021-06-04.08:14:35
livej,4847571,68993773,ac4trim,-1,21.036000,576074,-1,576074,160686,0,0,0,0,0,1024,2021-06-04.08:14:37
wiki_talk_en,2987536,24981163,ac4trim,-1,25.903000,2293679,-1,2293679,345248,0,0,0,0,0,1024,2021-06-04.08:14:40
livej,4847571,68993773,fasttrim,-1,143.756000,576074,-1,576074,378127,0,0,0,0,0,2048,2021-06-04.08:14:42
wiki_talk_en,2987536,24981163,fasttrim,-1,24.421000,2293679,-1,2293679,230217,0,0,0,0,0,2048,2021-06-04.08:14:45
livej,4847571,68993773,trim,-1,154.290000,592952,8,592952,2493880,592952,1,592952,0,0,2048,2021-06-04.08:14:47
wiki_talk_en,2987536,24981163,trim,-1,16.297000,2611598,7,2611598,271736,2611598,1,2611598,0,0,2048,2021-06-04.08:14:50
livej,4847571,68993773,ac4trim,-1,24.019000,576074,-1,576074,178934,0,0,0,0,0,2048,2021-06-04.08:14:52
wiki_talk_en,2987536,24981163,ac4trim,-1,30.019000,2293679,-1,2293679,344928,0,0,0,0,0,2048,2021-06-04.08:14:55
livej,4847571,68993773,fasttrim,-1,167.889000,576074,-1,576074,346330,0,0,0,0,0,4096,2021-06-04.08:14:57
wiki_talk_en,2987536,24981163,fasttrim,-1,22.198000,2293679,-1,2293679,247047,0,0,0,0,0,4096,2021-06-04.08:15:00
livej,4847571,68993773,trim,-1,119.020000,592952,8,592952,2579772,592952,1,592952,0,0,4096,2021-06-04.08:15:02
wiki_talk_en,2987536,24981163,trim,-1,11.365000,2611598,6,2611598,228356,2611598,1,2611598,0,0,4096,2021-06-04.08:15:04
livej,4847571,68993773,ac4trim,-1,20.162000,576074,-1,576074,162917,0,0,0,0,0,4096,2021-06-04.08:15:07
wiki_talk_en,2987536,24981163,ac4trim,-1,45.142000,2293679,-1,2293679,320958,0,0,0,0,0,4096,2021-06-04.08:15:09
livej,4847571,68993773,fasttrim,-1,153.315000,576074,-1,576074,388513,0,0,0,0,0,8192,2021-06-04.08:15:12
wiki_talk_en,2987536,24981163,fasttrim,-1,19.807000,2293679,-1,2293679,230549,0,0,0,0,0,8192,2021-06-04.08:15:14
livej,4847571,68993773,trim,-1,134.337000,592952,8,592952,2615547,592952,1,592952,0,0,8192,2021-06-04.08:15:17
wiki_talk_en,2987536,24981163,trim,-1,11.627000,2611598,6,2611598,222196,2611598,1,2611598,0,0,8192,2021-06-04.08:15:19
livej,4847571,68993773,ac4trim,-1,19.802000,576074,-1,576074,172429,0,0,0,0,0,8192,2021-06-04.08:15:22
wiki_talk_en,2987536,24981163,ac4trim,-1,39.933000,2293679,-1,2293679,343526,0,0,0,0,0,8192,2021-06-04.08:15:24
livej,4847571,68993773,fasttrim,-1,177.297000,576074,-1,576074,355076,0,0,0,0,0,16384,2021-06-04.08:15:27
wiki_talk_en,2987536,24981163,fasttrim,-1,14.898000,2293679,-1,2293679,246716,0,0,0,0,0,16384,2021-06-04.08:15:29
livej,4847571,68993773,trim,-1,120.162000,592952,8,592952,2591380,592952,1,592952,0,0,16384,2021-06-04.08:15:32
wiki_talk_en,2987536,24981163,trim,-1,37.173000,2611598,7,2611598,293857,2611598,1,2611598,0,0,16384,2021-06-04.08:15:34
livej,4847571,68993773,ac4trim,-1,20.276000,576074,-1,576074,171574,0,0,0,0,0,16384,2021-06-04.08:15:37
wiki_talk_en,2987536,24981163,ac4trim,-1,33.002000,2293679,-1,2293679,346603,0,0,0,0,0,16384,2021-06-04.08:15:39
livej,4847571,68993773,fasttrim,-1,152.286000,576074,-1,576074,404739,0,0,0,0,0,32768,2021-06-04.08:15:42
wiki_talk_en,2987536,24981163,fasttrim,-1,21.470000,2293679,-1,2293679,263462,0,0,0,0,0,32768,2021-06-04.08:15:44
